"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Lying Leg Curl (Machine)",,"",3,"normal",35,12,,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,15,,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Back Extension (Weighted Hyperextension)",,"",1,"normal",,15,,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Back Extension (Weighted Hyperextension)",,"",2,"normal",,15,,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Seated Calf Raise",,"",0,"normal",45,12,,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Seated Calf Raise",,"",1,"normal",40,12,,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Seated Calf Raise",,"",2,"normal",40,12,,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Seated Calf Raise",,"",3,"normal",40,12,,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Farmers Walk",,"",0,"normal",40,,0.04,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Farmers Walk",,"",1,"normal",56,,0.04,,
"Routine 1 - Lower","31 Aug 2026, 17:47","31 Aug 2026, 18:34","","Farmers Walk",,"",2,"normal",56,,0.04,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Bench Press (Barbell)",,"",0,"normal",70,7,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Bench Press (Barbell)",,"",1,"normal",70,7,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Bench Press (Barbell)",,"",2,"normal",70,7,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Bench Press (Barbell)",,"",3,"normal",70,7,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Incline Bench Press (Dumbbell)",,"",0,"normal",52,8,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Incline Bench Press (Dumbbell)",,"",1,"normal",52,8,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Incline Bench Press (Dumbbell)",,"",2,"normal",52,7,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Overhead Press (Dumbbell)",,"",0,"normal",36,7,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Overhead Press (Dumbbell)",,"",1,"normal",36,7,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Overhead Press (Dumbbell)",,"",2,"normal",36,7,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Lateral Raise (Dumbbell)",,"",0,"normal",9,15,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Lateral Raise (Dumbbell)",,"",1,"normal",9,15,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Lateral Raise (Dumbbell)",,"",2,"normal",9,15,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Lateral Raise (Dumbbell)",,"",3,"normal",9,15,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Bench Press (Cable)",,"",0,"normal",50,15,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Bench Press (Cable)",,"",1,"normal",50,15,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Bench Press (Cable)",,"",2,"normal",50,15,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Triceps Pushdown",,"",0,"normal",40,15,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Triceps Pushdown",,"",1,"normal",40,15,,,
"Routine 2 - Upper (Push)","17 Aug 2026, 19:48","17 Aug 2026, 20:59","","Triceps Pushdown",,"",2,"normal",40,10,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Squat (Smith Machine)",,"",0,"normal",82,6,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Squat (Smith Machine)",,"",1,"normal",72.5,8,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Squat (Smith Machine)",,"",2,"normal",72.5,8,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Squat (Smith Machine)",,"",3,"normal",72.5,8,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Bulgarian Split Squat (Dumbbell)",,"",0,"normal",32,8,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Bulgarian Split Squat (Dumbbell)",,"",1,"normal",32,8,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Bulgarian Split Squat (Dumbbell)",,"",2,"normal",32,8,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Bulgarian Split Squat (Dumbbell)",,"",3,"normal",32,8,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Bulgarian Split Squat (Dumbbell)",,"",4,"normal",32,8,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Bulgarian Split Squat (Dumbbell)",,"",5,"normal",32,8,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Leg Press (Machine)",,"",0,"normal",141,10,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Leg Press (Machine)",,"",1,"normal",141,10,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Leg Press (Machine)",,"",2,"normal",141,10,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Leg Extension (Machine)",,"",0,"normal",30,12,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Leg Extension (Machine)",,"",1,"normal",30,12,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Leg Extension (Machine)",,"",2,"normal",30,12,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Hip Adduction (Machine)",,"",0,"normal",61,15,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Hip Adduction (Machine)",,"",1,"normal",61,15,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Hip Adduction (Machine)",,"",2,"normal",61,15,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Cable Crunch",,"",0,"normal",60,15,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Cable Crunch",,"",1,"normal",60,15,,,
"Routine 3 - Lower (Squat)","15 Aug 2026, 12:44","15 Aug 2026, 13:43","","Cable Crunch",,"",2,"normal",60,15,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Lat Pulldown (Machine)",,"",0,"normal",90,8,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Lat Pulldown (Machine)",,"",1,"normal",90,8,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Lat Pulldown (Machine)",,"",2,"normal",90,8,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Lat Pulldown (Machine)",,"",3,"normal",90,8,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Iso-Lateral Row (Machine)",,"",0,"normal",85,8,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Iso-Lateral Row (Machine)",,"",1,"normal",85,8,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Iso-Lateral Row (Machine)",,"",2,"normal",85,8,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Iso-Lateral Row (Machine)",,"",3,"normal",85,6,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Face Pull",,"",0,"normal",45,15,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Face Pull",,"",1,"normal",50,15,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Face Pull",,"",2,"normal",50,13,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,15,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,13,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",35,12,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Bicep Curl (Dumbbell)",,"",0,"normal",9,15,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Bicep Curl (Dumbbell)",,"",1,"normal",9,14,,,
"Routine 4 - Upper (Pull)","14 Aug 2026, 15:39","14 Aug 2026, 16:35","","Bicep Curl (Dumbbell)",,"",2,"normal",9,12,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Romanian Deadlift (Barbell)",,"",0,"normal",110,8,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Romanian Deadlift (Barbell)",,"",1,"normal",110,8,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Romanian Deadlift (Barbell)",,"",2,"normal",110,8,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Romanian Deadlift (Barbell)",,"",3,"normal",110,8,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Hip Thrust (Barbell)",,"",0,"normal",95,8,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Hip Thrust (Barbell)",,"",1,"normal",95,8,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Hip Thrust (Barbell)",,"",2,"normal",95,8,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Hip Thrust (Barbell)",,"",3,"normal",95,8,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Lying Leg Curl (Machine)",,"",0,"normal",40,12,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Lying Leg Curl (Machine)",,"",1,"normal",40,12,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Lying Leg Curl (Machine)",,"",2,"normal",40,10,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Lying Leg Curl (Machine)",,"",3,"normal",35,11,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,15,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Back Extension (Weighted Hyperextension)",,"",1,"normal",,15,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Back Extension (Weighted Hyperextension)",,"",2,"normal",,12,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Seated Calf Raise",,"",0,"normal",45,13,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Seated Calf Raise",,"",1,"normal",40,15,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Seated Calf Raise",,"",2,"normal",40,15,,,
"Routine 1 - Lower","12 Aug 2026, 19:31","12 Aug 2026, 21:03","","Seated Calf Raise",,"",3,"normal",40,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Bench Press (Barbell)",,"",0,"normal",70,6,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Bench Press (Barbell)",,"",1,"normal",70,6,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Bench Press (Barbell)",,"",2,"normal",70,6,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Bench Press (Barbell)",,"",3,"normal",70,6,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Incline Bench Press (Dumbbell)",,"",0,"normal",48,8,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Incline Bench Press (Dumbbell)",,"",1,"normal",48,8,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Incline Bench Press (Dumbbell)",,"",2,"normal",48,8,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Overhead Press (Dumbbell)",,"",0,"normal",32,8,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Overhead Press (Dumbbell)",,"",1,"normal",32,8,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Overhead Press (Dumbbell)",,"",2,"normal",32,8,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Lateral Raise (Dumbbell)",,"",0,"normal",8,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Lateral Raise (Dumbbell)",,"",1,"normal",8,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Lateral Raise (Dumbbell)",,"",2,"normal",8,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Lateral Raise (Dumbbell)",,"",3,"normal",8,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Bench Press (Cable)",,"",0,"normal",50,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Bench Press (Cable)",,"",1,"normal",50,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Bench Press (Cable)",,"",2,"normal",50,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Triceps Pushdown",,"",0,"normal",35,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Triceps Pushdown",,"",1,"normal",40,15,,,
"Routine 2 - Upper (Push)","10 Aug 2026, 17:38","10 Aug 2026, 18:54","","Triceps Pushdown",,"",2,"normal",40,15,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Squat (Smith Machine)",,"",0,"normal",70,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Squat (Smith Machine)",,"",1,"normal",70,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Squat (Smith Machine)",,"",2,"normal",70,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Squat (Smith Machine)",,"",3,"normal",70,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Bulgarian Split Squat (Dumbbell)",,"",0,"normal",28,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Bulgarian Split Squat (Dumbbell)",,"",1,"normal",28,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Bulgarian Split Squat (Dumbbell)",,"",2,"normal",28,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Bulgarian Split Squat (Dumbbell)",,"",3,"normal",28,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Bulgarian Split Squat (Dumbbell)",,"",4,"normal",28,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Bulgarian Split Squat (Dumbbell)",,"",5,"normal",28,8,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Leg Press (Machine)",,"",0,"normal",141,12,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Leg Press (Machine)",,"",1,"normal",141,12,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Leg Press (Machine)",,"",2,"normal",141,12,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Leg Extension (Machine)",,"",0,"normal",40,10,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Leg Extension (Machine)",,"",1,"normal",40,10,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Leg Extension (Machine)",,"",2,"normal",40,10,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Hip Adduction (Machine)",,"",0,"normal",61,15,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Hip Adduction (Machine)",,"",1,"normal",61,15,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Hip Adduction (Machine)",,"",2,"normal",61,15,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Cable Crunch",,"",0,"normal",60,15,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Cable Crunch",,"",1,"normal",60,15,,,
"Routine 3 - Lower (Squat)","9 Aug 2026, 12:03","9 Aug 2026, 12:49","","Cable Crunch",,"",2,"normal",60,15,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Lat Pulldown (Machine)",,"",0,"normal",85,8,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Lat Pulldown (Machine)",,"",1,"normal",85,8,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Lat Pulldown (Machine)",,"",2,"normal",85,8,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Lat Pulldown (Machine)",,"",3,"normal",85,8,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Iso-Lateral Row (Machine)",,"",0,"normal",85,7,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Iso-Lateral Row (Machine)",,"",1,"normal",85,6,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Iso-Lateral Row (Machine)",,"",2,"normal",85,7,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Iso-Lateral Row (Machine)",,"",3,"normal",85,7,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Face Pull",,"",0,"normal",40,15,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Face Pull",,"",1,"normal",45,15,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Face Pull",,"",2,"normal",45,15,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,15,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,15,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",35,15,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Bicep Curl (Dumbbell)",,"",0,"normal",9,15,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Bicep Curl (Dumbbell)",,"",1,"normal",9,12,,,
"Routine 4 - Upper (Pull)","5 Aug 2026, 19:28","5 Aug 2026, 20:50","","Bicep Curl (Dumbbell)",,"",2,"normal",9,12,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Bench Press (Barbell)",,"",0,"normal",65,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Bench Press (Barbell)",,"",1,"normal",65,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Bench Press (Barbell)",,"",2,"normal",65,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Bench Press (Barbell)",,"",3,"normal",65,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Incline Bench Press (Dumbbell)",,"",0,"normal",44,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Incline Bench Press (Dumbbell)",,"",1,"normal",44,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Incline Bench Press (Dumbbell)",,"",2,"normal",44,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Overhead Press (Dumbbell)",,"",0,"normal",28,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Overhead Press (Dumbbell)",,"",1,"normal",28,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Overhead Press (Dumbbell)",,"",2,"normal",28,8,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,15,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,15,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,15,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Lateral Raise (Dumbbell)",,"",3,"normal",7.5,15,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Bench Press (Cable)",,"",0,"normal",50,15,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Bench Press (Cable)",,"",1,"normal",50,15,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Bench Press (Cable)",,"",2,"normal",50,15,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Triceps Pushdown",,"",0,"normal",30,15,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Triceps Pushdown",,"",1,"normal",35,15,,,
"Routine 2 - Upper (Push)","4 Aug 2026, 18:54","4 Aug 2026, 19:52","","Triceps Pushdown",,"",2,"normal",35,15,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Romanian Deadlift (Barbell)",,"",0,"normal",105,8,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Romanian Deadlift (Barbell)",,"",1,"normal",105,8,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Romanian Deadlift (Barbell)",,"",2,"normal",105,8,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Romanian Deadlift (Barbell)",,"",3,"normal",105,8,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Hip Thrust (Barbell)",,"",0,"normal",80,8,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Hip Thrust (Barbell)",,"",1,"normal",90,8,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Hip Thrust (Barbell)",,"",2,"normal",90,8,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Hip Thrust (Barbell)",,"",3,"normal",90,8,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Lying Leg Curl (Machine)",,"",0,"normal",35,12,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Lying Leg Curl (Machine)",,"",1,"normal",35,12,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Lying Leg Curl (Machine)",,"",2,"normal",35,12,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Lying Leg Curl (Machine)",,"",3,"normal",35,12,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Back Extension (Weighted Hyperextension)",,"",0,"normal",,15,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Back Extension (Weighted Hyperextension)",,"",1,"normal",,12,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Back Extension (Weighted Hyperextension)",,"",2,"normal",,12,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Seated Calf Raise",,"",0,"normal",45,15,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Seated Calf Raise",,"",1,"normal",45,12,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Seated Calf Raise",,"",2,"normal",45,12,,,
"Routine 1 - Lower","3 Aug 2026, 17:32","3 Aug 2026, 18:49","","Seated Calf Raise",,"",3,"normal",45,12,,,
